Id,Label
546,1
547,1
548,1
549,1
550,1
551,2
552,1
553,1
554,1
555,3
556,1
557,4
558,1
559,1
560,1
561,2
562,1
563,1
564,1
565,1
566,2
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,2
579,1
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,1
588,1
589,1
590,1
591,3
592,1
593,1
594,1
595,1
596,1
597,2
598,1
599,1
600,1
601,2
602,1
603,3
604,1
605,1
606,1
607,2
608,1
609,1
610,1
611,1
612,1
613,1
614,1
615,1
616,1
617,1
618,1
619,1
620,1
621,1
622,1
623,1
624,1
625,1
626,1
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,2
635,2
636,2
637,1
638,1
639,1
640,1
641,1
642,1
643,1
644,1
645,1
646,2
647,2
648,2
649,2
650,3
651,2
652,1
653,1
654,1
655,3
656,1
657,2
658,3
659,3
660,3
661,1
662,1
663,2
664,2
665,2
666,1
667,1
668,1
669,1
670,2
671,2
672,2
673,1
674,1
675,1
676,2
677,1
678,2
679,1
680,3
681,2
682,1
683,3
684,2
685,3
686,2
687,1
688,2
689,3
690,1
691,1
692,1
693,1
694,2
695,1
696,2
697,2
698,2
699,1
700,1
701,1
702,1
703,1
704,1
705,1
706,2
707,2
708,2
709,1
710,2
711,1
712,1
713,1
714,1
715,1
716,1
717,1
718,1
719,1
720,3
721,2
722,3
723,3
724,3
725,1
726,1
727,2
728,2
729,1
730,1
731,1
732,2
733,1
734,1
735,1
736,1
737,1
738,1
739,3
740,1
741,1
742,2
743,1
744,1
745,1
746,1
747,1
748,2
749,2
750,1
751,1
752,2
753,3
754,2
755,1
756,4
757,1
758,1
759,1
760,1
761,1
762,1
763,2
764,2
765,2
766,1
767,1
768,3
769,2
770,1
771,1
772,2
773,3
774,3
775,1
776,1
777,1
778,2
779,2
780,2
781,1
782,2
783,1
784,2
785,3
786,3
787,1
788,1
789,1
790,1
791,1
792,1
793,2
794,1
795,2
796,1
797,1
798,1
799,1
800,1
801,2
802,1
803,1
804,1
805,2
806,1
807,1
808,1
809,2
810,1
811,1
812,3
813,1
814,3
815,3
816,3
817,2
818,1
819,2
820,1
821,2
822,1
823,2
824,2
825,2
826,1
827,2
828,2
829,2
830,2
831,2
832,2
833,1
834,2
835,1
836,2
837,3
838,2
839,3
840,1
841,3
842,1
843,1
844,2
845,1
846,1
847,1
848,1
849,1
850,2
851,4
852,1
853,4
854,2
855,3
856,3
857,1
858,2
859,2
860,1
861,3
862,3
863,3
864,1
865,1
866,1
867,1
868,1
869,3
870,3
871,2
872,2
873,2
874,2
875,1
876,1
877,1
878,2
879,1
880,1
881,1
882,1
883,1
884,1
885,1
886,1
887,1
888,1
889,1
890,1
891,1
892,2
893,2
894,2
895,3
896,3
897,2
898,1
899,3
900,1
901,1
902,1
903,1
904,1
905,1
906,1
907,1
908,1
909,1
910,1
911,2
912,2
913,1
914,2
915,1
916,2
917,1
918,1
919,1
920,2
921,2
922,2
923,1
924,3
925,1
926,1
927,1
928,3
929,2
930,1
931,1
932,2
933,2
934,2
935,1
936,1
937,2
938,1
939,1
940,1
941,1
942,2
943,1
944,2
945,1
946,2
947,1
948,1
949,2
950,1
951,1
952,2
953,2
954,2
955,2
956,2
957,2
958,2
959,2
960,2
961,1
962,1
963,2
964,2
965,1
966,2
967,2
968,3
969,1
970,1
971,3
972,1
973,1
974,2
975,1
976,1
977,1
978,1
979,1
980,1
981,1
982,3
983,1
984,1
985,2
986,1
987,2
988,1
989,1
990,1
991,3
992,3
993,2
994,2
995,2
996,2
997,2
998,2
999,2
1000,2
1001,1
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,1
1010,2
1011,1
1012,2
1013,1
1014,2
1015,1
1016,1
1017,1
1018,2
1019,1
1020,1
1021,2
1022,2
1023,2
1024,2
1025,2
1026,1
1027,1
1028,1
1029,2
1030,3
1031,2
1032,1
1033,1
1034,2
1035,1
1036,1
1037,1
1038,1
1039,2
1040,1
1041,1
1042,1
1043,1
1044,1
1045,2
1046,1
1047,1
1048,1
1049,1
1050,1
1051,1
1052,2
1053,2
1054,1
1055,1
1056,2
1057,4
1058,2
1059,1
1060,1
1061,1
1062,1
1063,2
1064,2
1065,2
1066,1
1067,2
1068,1
1069,1
1070,1
1071,2
1072,1
1073,1
1074,2
1075,1
1076,1
1077,1
1078,2
1079,1
1080,1
1081,3
1082,1
1083,2
1084,1
1085,1
1086,1
1087,1
1088,1
1089,1
1090,1
1091,2
1092,2
1093,2
1094,2
1095,2
1096,1
1097,2
1098,2
1099,1
1100,2
1101,1
1102,1
1103,1
1104,3
1105,2
1106,1
1107,3
1108,2
1109,3
1110,3
1111,3
1112,1
1113,1
1114,1
1115,1
1116,2
1117,3
1118,2
1119,3
1120,2
1121,2
1122,2
1123,1
1124,2
1125,2
1126,1
1127,1
1128,1
1129,1
1130,1
1131,1
1132,1
1133,2
1134,2
1135,1
1136,1
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,1
1144,2
1145,1
1146,1
1147,1
1148,4
1149,4
1150,4
1151,4
1152,2
1153,1
1154,2
1155,1
1156,2
1157,1
1158,1
1159,1
1160,1
1161,1
1162,1
1163,2
1164,2
1165,2
1166,1
1167,1
1168,1
1169,1
1170,2
1171,1
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,1
1179,1
1180,1
1181,1
1182,1
1183,2
1184,1
1185,1
1186,2
1187,1
1188,1
1189,1
1190,3
1191,1
1192,1
1193,1
1194,1
1195,1
1196,1
1197,1
1198,1
1199,1
1200,1
1201,3
1202,2
1203,2
1204,1
1205,2
1206,2
1207,2
1208,2
1209,1
1210,1
1211,2
1212,1
1213,3
1214,1
1215,2
1216,1
1217,1
1218,1
1219,1
1220,1
1221,2
1222,1
1223,1
1224,2
1225,1
1226,1
1227,1
1228,1
1229,2
1230,1
1231,1
1232,2
1233,1
1234,2
1235,2
1236,2
1237,1
1238,1
1239,1
1240,1
1241,1
1242,1
1243,2
1244,1
1245,1
1246,1
1247,1
1248,1
1249,1
1250,1
1251,2
1252,1
1253,1
1254,1
1255,1
1256,1
1257,1
1258,1
1259,1
1260,1
1261,1
1262,1
1263,1
1264,1
1265,1
1266,1
1267,2
1268,1
1269,2
1270,2
1271,1
1272,2
1273,1
1274,1
1275,2
1276,2
1277,2
1278,1
1279,1
1280,1
1281,1
1282,1
1283,1
1284,1
1285,1
1286,1
1287,1
1288,1
1289,1
1290,1
1291,1
1292,1
1293,2
1294,1
1295,1
1296,2
1297,1
1298,1
1299,1
1300,1
1301,1
1302,1
1303,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1313,1
1314,1
1315,2
1316,1
1317,3
1318,1
1319,1
1320,2
1321,2
1322,1
1323,2
1324,1
1325,2
1326,1
1327,2
1328,1
1329,1
1330,1
1331,1
1332,1
1333,1
1334,1
1335,1
1336,2
1337,1
1338,1
1339,2
1340,1
1341,1
1342,1
1343,3
1344,1
1345,1
1346,1
1347,1
1348,1
1349,1
1350,1
1351,2
1352,3
1353,1
1354,1
1355,1
1356,1
1357,1
1358,2
1359,1
1360,1
1361,1
1362,1
1363,1
1364,2
1365,1
1366,1
1367,1
1368,1
1369,1
1370,1
1371,1
1372,1
1373,2
1374,1
1375,1
1376,1
1377,1
1378,1
1379,1
1380,1
1381,2
1382,1
1383,1
1384,1
1385,2
1386,2
1387,3
1388,2
1389,3
1390,2
1391,1
1392,1
1393,1
1394,1
1395,1
1396,1
1397,1
1398,1
1399,1
1400,1
1401,1
1402,2
1403,1
1404,1
1405,2
1406,2
1407,2
1408,1
1409,1
1410,2
1411,2
1412,1
1413,1
1414,1
1415,1
1416,1
1417,1
1418,1
1419,1
1420,2
1421,1
1422,1
1423,1
1424,1
1425,1
1426,1
1427,2
1428,2
1429,2
1430,1
1431,1
1432,1
1433,1
1434,2
1435,1
1436,2
1437,1
1438,1
1439,1
1440,2
1441,2
1442,1
1443,1
1444,1
1445,2
1446,1
1447,2
1448,2
1449,1
1450,1
1451,1
1452,1
1453,3
1454,1
1455,1
1456,1
1457,1
1458,1
1459,1
1460,1
1461,1
1462,1
1463,2
1464,2
1465,1
1466,1
1467,1
1468,1
1469,2
1470,1
1471,2
1472,1
1473,1
1474,1
1475,1
1476,1
1477,1
1478,1
1479,1
1480,1
1481,1
1482,1
1483,2
1484,1
1485,3
1486,1
1487,1
1488,1
1489,1
1490,1
1491,1
1492,1
1493,1
1494,1
1495,1
1496,1
1497,1
1498,1
1499,1
1500,1
1501,1
1502,1
1503,1
1504,1
1505,1
1506,1
1507,1
1508,2
1509,1
1510,2
1511,1
1512,1
1513,1
1514,1
1515,1
1516,1
1517,1
1518,2
1519,1
1520,2
1521,2
1522,2
1523,1
1524,1
1525,1
1526,1
1527,1
1528,2
1529,1
1530,1
1531,1
1532,1
1533,1
1534,1
1535,1
1536,1
1537,1
1538,1
1539,1
1540,1
1541,1
1542,2
1543,1
1544,2
1545,1
1546,1
1547,2
1548,2
1549,1
1550,1
1551,1
1552,1
1553,1
1554,1
1555,1
1556,1
1557,1
1558,1
1559,1
1560,1
1561,1
1562,1
1563,1
1564,2
1565,2
1566,2
1567,2
1568,1
1569,1
1570,1
1571,1
1572,1
1573,2
1574,1
1575,1
1576,1
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1583,1
1584,1
1585,1
1586,1
1587,1
1588,1
1589,1
1590,2
1591,2
1592,1
1593,1
1594,1
1595,2
1596,1
1597,1
1598,1
1599,2
1600,3
1601,1
1602,1
1603,2
1604,1
1605,1
1606,2
1607,1
1608,1
1609,1
1610,1
1611,1
1612,1
1613,1
1614,2
1615,1
1616,1
1617,1
1618,1
1619,1
1620,1
1621,1
1622,1
1623,1
1624,1
1625,1
1626,1
1627,1
1628,1
1629,1
1630,3
1631,1
1632,1
1633,1
1634,1
1635,1
1636,1
1637,2
1638,1
1639,1
1640,1
1641,1
1642,1
1643,1
1644,1
1645,2
1646,1
1647,1
1648,1
1649,1
1650,1
1651,1
1652,1
1653,1
1654,1
1655,1
1656,1
1657,1
1658,1
1659,1
1660,1
1661,1
1662,1
1663,2
1664,2
1665,1
1666,1
1667,1
1668,1
1669,1
1670,1
1671,1
1672,1
1673,1
1674,1
1675,1
1676,1
1677,1
1678,1
1679,1
1680,1
1681,1
1682,3
1683,3
1684,1
1685,1
1686,2
1687,1
1688,1
1689,1
1690,1
1691,2
1692,2
1693,1
1694,1
1695,1
1696,1
1697,1
1698,1
1699,1
1700,1
1701,1
1702,1
1703,1
1704,1
1705,1
1706,1
1707,1
1708,1
1709,1
1710,1
1711,1
1712,1
1713,1
1714,2
1715,1
1716,1
1717,1
1718,1
1719,1
1720,2
1721,1
1722,1
1723,1
1724,1
1725,1
1726,1
1727,1
1728,1
1729,1
1730,1
1731,2
1732,1
1733,1
1734,1
1735,2
1736,1
1737,1
1738,1
1739,1
1740,1
1741,1
1742,1
1743,1
1744,2
1745,1
1746,2
1747,1
1748,1
1749,1
1750,1
1751,1
1752,1
1753,1
1754,1
1755,1
1756,1
1757,1
1758,1
1759,1
1760,1
1761,1
1762,1
1763,2
1764,1
1765,1
1766,1
1767,1
1768,2
1769,1
1770,1
1771,1
1772,1
1773,1
1774,1
1775,1
1776,1
1777,1
1778,1
1779,1
1780,1
1781,3
1782,1
1783,1
1784,1
1785,1
1786,1
1787,1
1788,1
1789,1
1790,1
1791,2
1792,1
1793,1
1794,1
1795,1
1796,1
1797,1
1798,1
1799,1
1800,1
1801,1
1802,1
1803,1
1804,1
1805,1
1806,1
1807,1
1808,1
1809,1
1810,1
1811,1
1812,1
1813,1
1814,1
1815,1
1816,1
1817,1
1818,1
1819,1
1820,1
1821,1
1822,1
1823,2
1824,1
1825,1
1826,1
1827,1
1828,1
1829,1
1830,1
1831,1
1832,1
1833,1
1834,1
1835,1
1836,1
1837,2
1838,1
1839,1
1840,2
1841,1
1842,1
1843,1
1844,1
1845,1
1846,1
1847,2
1848,1
1849,1
1850,2
1851,2
1852,1
1853,1
1854,1
1855,1
1856,1
1857,1
1858,1
1859,1
1860,2
1861,2
1862,1
1863,1
1864,1
1865,2
1866,1
1867,1
1868,2
1869,2
